AWB,Origin,Destination,FinalLocation,Timestamp
AWBKG511J/1,HUB_PLOIESTI,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBIXWO9/1,HUB_PLOIESTI,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBIXWO9/2,HUB_PLOIESTI,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBIXWO9/3,HUB_PLOIESTI,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWB5QPJQB/1,HUB_PLOIESTI,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWB5QPJQB/2,HUB_PLOIESTI,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBCLC9IS/1,HUB_CLUJ,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBIYKQQ/1,HUB_CLUJ,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBIYKQQ/2,HUB_CLUJ,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWB0921W7/1,HUB_CLUJ,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWB0921W7/2,HUB_CLUJ,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWB5CMP5/1,HUB_BACAU,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWB5CMP5/2,HUB_BACAU,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWB5CMP5/3,HUB_BACAU,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBNNRKS/1,HUB_BACAU,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBNNRKS/2,HUB_BACAU,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBNNRKS/3,HUB_BACAU,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBVZ5GV/1,HUB_TIMISOARA,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBX0AVGN/1,HUB_TIMISOARA,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBX0AVGN/2,HUB_TIMISOARA,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWB91793/1,HUB_TIMISOARA,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWB91793/2,HUB_TIMISOARA,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWB91793/3,HUB_TIMISOARA,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBTR050G/1,HUB_ARAD,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBTR050G/2,HUB_ARAD,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBTR050G/3,HUB_ARAD,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBLHCBGF/1,HUB_ARAD,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBLHCBGF/2,HUB_ARAD,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBLHCBGF/3,HUB_ARAD,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBK8HJUE/1,HUB_ARAD,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBK8HJUE/2,HUB_ARAD,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWBK8HJUE/3,HUB_ARAD,HUB_OTOPENI,HUB_OTOPENI,Fri Jan 30 01:20:50 EET 2026
AWB7BW88/1,HUB_PLOIESTI,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 01:20:50 EET 2026
AWB7BW88/2,HUB_PLOIESTI,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 01:20:50 EET 2026
AWB7BW88/3,HUB_PLOIESTI,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 01:20:50 EET 2026
AWBKYWS39/1,HUB_CONSTANTA,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 01:20:50 EET 2026
AWB2B20K5/1,HUB_SIBIU,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 01:20:50 EET 2026
AWBKE8ZTI/1,HUB_SIBIU,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 01:20:50 EET 2026
AWBKE8ZTI/2,HUB_SIBIU,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 01:20:50 EET 2026
AWBH9QZCA/1,HUB_SIBIU,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 01:20:50 EET 2026
AWB23R6W/1,HUB_BRASOV,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 01:20:50 EET 2026
AWB807F98/1,HUB_BRASOV,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 01:20:50 EET 2026
AWB807F98/2,HUB_BRASOV,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 01:20:50 EET 2026
AWB807F98/3,HUB_BRASOV,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 01:20:50 EET 2026
AWBEU88X/1,HUB_CLUJ,HUB_TIMISOARA,HUB_TIMISOARA,Fri Jan 30 01:20:50 EET 2026
AWBSNB5HF/1,HUB_ORADEA,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWBSNB5HF/2,HUB_ORADEA,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWBSNB5HF/3,HUB_ORADEA,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWBW8ZQHR/1,HUB_ORADEA,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWBYOJNS7/1,HUB_ORADEA,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWBYOJNS7/2,HUB_ORADEA,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWBK6QRO7/1,HUB_BACAU,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWBQ60FWWM/1,HUB_BACAU,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWBQ60FWWM/2,HUB_BACAU,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWBGNDR8/1,HUB_BACAU,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWBLHJESO/1,HUB_BACAU,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWBLHJESO/2,HUB_BACAU,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWBLHJESO/3,HUB_BACAU,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWBCEWN2J/2,HUB_PLOIESTI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWBCEWN2J/3,HUB_PLOIESTI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWBRRMTD/1,HUB_CONSTANTA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWBRRMTD/2,HUB_CONSTANTA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWBRRMTD/3,HUB_CONSTANTA,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWBBN6X6J/1,HUB_SIBIU,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWBGZ7JFH/1,HUB_BUCURESTI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWBGZ7JFH/2,HUB_BUCURESTI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWB1VNDZ/1,HUB_BUCURESTI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWB1VNDZ/2,HUB_BUCURESTI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWB1VNDZ/3,HUB_BUCURESTI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWBYCX6WG/1,HUB_OTOPENI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWBYCX6WG/2,HUB_OTOPENI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWBYCX6WG/3,HUB_OTOPENI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWBRMQ0X/1,HUB_OTOPENI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWB6O507G/1,HUB_OTOPENI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWB6O507G/2,HUB_OTOPENI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWB6O507G/3,HUB_OTOPENI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWBD8BAJT/1,HUB_OTOPENI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWBD8BAJT/2,HUB_OTOPENI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWB6AFVD/1,HUB_PLOIESTI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWB6AFVD/2,HUB_PLOIESTI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWB6AFVD/3,HUB_PLOIESTI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWB0MTGUV/1,HUB_PLOIESTI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWB0MTGUV/2,HUB_PLOIESTI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWB0MTGUV/3,HUB_PLOIESTI,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWB0U1KGT/1,HUB_BRASOV,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWBRH3E01/1,HUB_BRASOV,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWBRH3E01/2,HUB_BRASOV,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWB4AWO6E/1,HUB_BRASOV,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWB4AWO6E/2,HUB_BRASOV,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWB4AWO6E/3,HUB_BRASOV,HUB_CLUJ,HUB_CLUJ,Fri Jan 30 01:20:50 EET 2026
AWBWBX61K/1,HUB_BRASOV,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWB1XLD1A/1,HUB_BRASOV,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWB1XLD1A/2,HUB_BRASOV,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWB1XLD1A/3,HUB_BRASOV,HUB_SIBIU,HUB_SIBIU,Fri Jan 30 01:20:50 EET 2026
AWB1FZS68/1,HUB_CLUJ,HUB_PITESTI,HUB_PITESTI,Fri Jan 30 01:20:50 EET 2026
AWB1FZS68/2,HUB_CLUJ,HUB_PITESTI,HUB_PITESTI,Fri Jan 30 01:20:50 EET 2026
AWB1FZS68/3,HUB_CLUJ,HUB_PITESTI,HUB_PITESTI,Fri Jan 30 01:20:50 EET 2026
AWB6407T7/2,HUB_CONSTANTA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB20AA2J/1,HUB_CONSTANTA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB20AA2J/2,HUB_CONSTANTA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBOVH4I/1,HUB_CONSTANTA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBOVH4I/2,HUB_CONSTANTA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBOVH4I/3,HUB_CONSTANTA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBJYK8GF/1,HUB_CONSTANTA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBJYK8GF/2,HUB_CONSTANTA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBQJB6I/1,HUB_PITESTI,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBQJB6I/2,HUB_PITESTI,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB4JIATP/1,HUB_PITESTI,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB4JIATP/2,HUB_PITESTI,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBLL1VWT/1,HUB_PITESTI,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBE4PY1F/1,HUB_SIBIU,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBE4PY1F/2,HUB_SIBIU,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBE4PY1F/3,HUB_SIBIU,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBKE40UB/1,HUB_SIBIU,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBKE40UB/2,HUB_SIBIU,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBNC7MLO/1,HUB_SIBIU,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBNC7MLO/2,HUB_SIBIU,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBOOSV4X/1,HUB_BRASOV,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB23F426/1,HUB_BRASOV,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBYS3JG/1,HUB_BRASOV,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB7NTQLP/1,HUB_BRASOV,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB7NTQLP/2,HUB_BRASOV,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBQV5AN/1,HUB_CLUJ,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB8FGP6C/1,HUB_CLUJ,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB8FGP6C/2,HUB_CLUJ,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBISXLDD/1,HUB_CLUJ,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBJDXFE/1,HUB_OTOPENI,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBJDXFE/2,HUB_OTOPENI,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBJDXFE/3,HUB_OTOPENI,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBCA6NPC/1,HUB_OTOPENI,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBPX0MJ/1,HUB_OTOPENI,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBK8T62M/1,HUB_OTOPENI,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB52MVS/1,HUB_OTOPENI,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB3O7IR/1,HUB_CONSTANTA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB3O7IR/2,HUB_CONSTANTA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBIX3UVD/1,HUB_CONSTANTA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBZQ31GF/1,HUB_CLUJ,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBZQ31GF/2,HUB_CLUJ,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBZQ31GF/3,HUB_CLUJ,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB7H2L1U/1,HUB_CLUJ,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB7H2L1U/2,HUB_CLUJ,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB7H2L1U/3,HUB_CLUJ,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB21RK6L/1,HUB_BACAU,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBAD2A1N/1,HUB_TIMISOARA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBAD2A1N/2,HUB_TIMISOARA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBAD2A1N/3,HUB_TIMISOARA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBMA5PO/1,HUB_TIMISOARA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBWXYIW/1,HUB_TIMISOARA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBWXYIW/2,HUB_TIMISOARA,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBTCGNQO/1,HUB_ARAD,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWBTCGNQO/2,HUB_ARAD,HUB_PLOIESTI,HUB_PLOIESTI,Fri Jan 30 01:20:50 EET 2026
AWB7VR74A/1,HUB_BACAU,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBCQ69T/1,HUB_BACAU,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBCQ69T/2,HUB_BACAU,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBE4FCVM/3,HUB_ARAD,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWB1DA29G/1,HUB_ARAD,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWB1DA29G/2,HUB_ARAD,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBD2V5SA/1,HUB_ARAD,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBD2V5SA/2,HUB_ARAD,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBD2V5SA/3,HUB_ARAD,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWB8NA9JE/1,HUB_TIMISOARA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWB7VLTJ9/1,HUB_TIMISOARA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWB7VLTJ9/2,HUB_TIMISOARA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWB7VLTJ9/3,HUB_TIMISOARA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBOKY9NM/1,HUB_ARAD,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBOKY9NM/2,HUB_ARAD,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBOKY9NM/3,HUB_ARAD,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBUAW70YE4/1,HUB_ARAD,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBUAW70YE4/2,HUB_ARAD,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBUAW70YE4/3,HUB_ARAD,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBFAHNU/1,HUB_ORADEA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBFAHNU/2,HUB_ORADEA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBFAHNU/3,HUB_ORADEA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBHUIKFL/1,HUB_ORADEA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBH9RUU/1,HUB_ORADEA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBH9RUU/2,HUB_ORADEA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBH9RUU/3,HUB_ORADEA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBL8O1GQ/1,HUB_ORADEA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWBL8O1GQ/2,HUB_ORADEA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWB18EZS/1,HUB_CRAIOVA,HUB_BUCURESTI,HUB_BUCURESTI,Fri Jan 30 01:20:50 EET 2026
AWB7X6DZC/1,HUB_SIBIU,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBVHB6GL/1,HUB_SIBIU,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBVHB6GL/2,HUB_SIBIU,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBFIYSXU/1,HUB_SIBIU,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBY91N0G/1,HUB_PITESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBY91N0G/2,HUB_PITESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBPMRZUN/1,HUB_BUCURESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBPMRZUN/2,HUB_BUCURESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBPMRZUN/3,HUB_BUCURESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBO1N8Q/1,HUB_BUCURESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBO1N8Q/2,HUB_BUCURESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBO1N8Q/3,HUB_BUCURESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBU3HLH/1,HUB_OTOPENI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBU3HLH/2,HUB_OTOPENI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBU3HLH/3,HUB_OTOPENI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWB38OXCJ/1,HUB_OTOPENI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWB38OXCJ/2,HUB_OTOPENI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWB38OXCJ/3,HUB_OTOPENI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWB2H35VM/1,HUB_PLOIESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWB2H35VM/2,HUB_PLOIESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBWTQHYR/1,HUB_PLOIESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBWTQHYR/2,HUB_PLOIESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBWTQHYR/3,HUB_PLOIESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBDJILCE/1,HUB_PLOIESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBDJILCE/2,HUB_PLOIESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBDJILCE/3,HUB_PLOIESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBMX1FUS/1,HUB_PLOIESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBMX1FUS/2,HUB_PLOIESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBMX1FUS/3,HUB_PLOIESTI,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBG2TF5MB/1,HUB_CONSTANTA,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBG2TF5MB/2,HUB_CONSTANTA,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWB8F328H/1,HUB_CLUJ,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWB8F328H/2,HUB_CLUJ,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
AWBOKBR/1,HUB_CLUJ,HUB_BRASOV,HUB_BRASOV,Fri Jan 30 01:20:50 EET 2026
